country,year,precip_mm_yr
Belgium,1996,657.1196209016393
Belgium,1997,748.360655737705
Belgium,1998,990.7983478483607
Belgium,1999,940.3721823770492
Belgium,2000,968.5443135245902
Belgium,2001,1027.634349385246
Belgium,2002,1048.7065829918033
Belgium,2003,680.8688524590164
Belgium,2004,816.8377305327868
Belgium,2005,741.5623078893443
Belgium,2006,828.0901639344262
Belgium,2007,926.3705174180328
Belgium,2008,878.0655737704918
Belgium,2009,790.3671875
Belgium,2010,799.688524590164
Belgium,2011,718.9491547131148
Belgium,2012,905.5787013319672
Belgium,2013,764.1639344262295
Belgium,2014,832.362256659836
Belgium,2015,780.483606557377
Belgium,2016,828.4147028688525
Belgium,2017,754.5491803278688
Belgium,2018,647.9295594262295
Belgium,2019,785.6508068647541
Belgium,2020,757.3409323770492
Belgium,2021,902.3066086065573
Belgium,2022,637.8934426229508
Belgium,2023,974.0721055327868
Belgium,2024,996.4360911885246
Bulgaria,1950,340.47112596649487
Bulgaria,1951,417.96182345360825
Bulgaria,1952,509.2830219072165
Bulgaria,1953,475.9046391752577
Bulgaria,1954,619.0752255154639
Bulgaria,1955,685.6721971649484
Bulgaria,1956,553.2273276417526
Bulgaria,1957,604.6149726159794
Bulgaria,1958,419.75205380154637
Bulgaria,1959,501.1742106958763
Bulgaria,1960,590.0716414304123
Bulgaria,1961,478.7814513530928
Bulgaria,1962,501.99073775773195
Bulgaria,1963,534.5794136597938
Bulgaria,1964,499.9154317010309
Bulgaria,1965,448.42731153350513
Bulgaria,1966,621.32421875
Bulgaria,1967,464.1494442654639
Bulgaria,1968,447.0726481958763
Bulgaria,1969,580.3262725515464
Bulgaria,1970,542.6721166237113
Bulgaria,1971,600.6917284149484
Bulgaria,1972,596.0217058634021
Bulgaria,1973,504.29075386597935
Bulgaria,1974,421.5530766752577
Bulgaria,1975,426.4360905283505
Bulgaria,1976,498.82474226804123
Bulgaria,1977,420.20513853092785
Bulgaria,1978,494.8659793814433
Bulgaria,1979,462.45465528350513
Bulgaria,1980,528.0401900773196
Bulgaria,1981,490.7587789948454
Bulgaria,1982,501.77218911082474
Bulgaria,1983,447.41651900773195
Bulgaria,1984,453.9159954896907
Bulgaria,1985,358.5484455541237
Bulgaria,1986,406.1340206185567
Bulgaria,1987,514.8025531572165
Bulgaria,1988,458.52887403350513
Bulgaria,1989,425.17574097938143
Bulgaria,1990,368.27367912371136
Bulgaria,1991,484.1510148195876
Bulgaria,1992,358.06028511597935
Bulgaria,1993,374.6169861469072
Bulgaria,1994,422.10309278350513
Bulgaria,1995,543.3298969072165
Bulgaria,1996,479.78503543814435
Bulgaria,1997,508.30517074742266
Bulgaria,1998,475.3597777061856
Bulgaria,1999,464.12886597938143
Bulgaria,2000,245.13609455541237
Bulgaria,2001,367.2118637242268
Bulgaria,2002,633.1520215850516
Bulgaria,2003,561.5072487113403
Bulgaria,2004,538.4458762886597
Bulgaria,2005,783.4067332474227
Bulgaria,2006,495.8314674613402
Bulgaria,2007,623.2443218427835
Bulgaria,2008,421.1644652061856
Bulgaria,2009,607.1057103737113
Bulgaria,2010,728.6015625
Bulgaria,2011,447.5438144329897
Bulgaria,2012,549.8411726804123
Bulgaria,2013,520.8886517396908
Bulgaria,2014,866.0236791237113
Bulgaria,2015,605.3262725515464
Bulgaria,2016,546.2396504510309
Bulgaria,2017,567.860824742268
Bulgaria,2018,618.7721488402062
Bulgaria,2019,466.6179929123711
Bulgaria,2020,508.21081668814435
Bulgaria,2021,648.2127899484536
Bulgaria,2022,402.7912371134021
Bulgaria,2023,504.19583601804123
Bulgaria,2024,478.511356314433
Croatia,1950,827.2038762019231
Croatia,1951,934.8221153846154
Croatia,1952,849.6481370192307
Croatia,1953,577.4259690504807
Croatia,1954,833.2576622596154
Croatia,1955,1053.417217548077
Croatia,1956,742.689453125
Croatia,1957,753.2028996394231
Croatia,1958,778.0913461538462
Croatia,1959,999.0163762019231
Croatia,1960,1089.9817457932693
Croatia,1961,834.7442157451923
Croatia,1962,993.0519831730769
Croatia,1963,960.5981069711538
Croatia,1964,1018.8933293269231
Croatia,1965,1039.0961538461538
Croatia,1966,1084.2346754807693
Croatia,1967,829.2000450721154
Croatia,1968,835.6682692307693
Croatia,1969,1062.3798076923076
Croatia,1970,934.8933293269231
Croatia,1971,712.1047926682693
Croatia,1972,1021.9143629807693
Croatia,1973,704.8865685096154
Croatia,1974,1090.0374849759614
Croatia,1975,850.2240084134615
Croatia,1976,987.9317157451923
Croatia,1977,900.0202073317307
Croatia,1978,920.1856219951923
Croatia,1979,1019.3432992788462
Croatia,1980,1062.6769080528845
Croatia,1981,990.3567457932693
Croatia,1982,862.8529146634615
Croatia,1983,654.8297776442307
Croatia,1984,1025.1528695913462
Croatia,1985,846.30859375
Croatia,1986,855.5404146634615
Croatia,1987,929.0480769230769
Croatia,1988,798.7922926682693
Croatia,1989,816.0067608173077
Croatia,1990,796.0326772836538
Croatia,1991,884.3317307692307
Croatia,1992,855.5893930288462
Croatia,1993,904.7798227163462
Croatia,1994,870.5172776442307
Croatia,1995,1070.9547776442307
Croatia,1996,1024.8999399038462
Croatia,1997,835.5567157451923
Croatia,1998,951.7288161057693
Croatia,1999,1048.6048677884614
Croatia,2000,749.0432692307693
Croatia,2001,922.1606069711538
Croatia,2002,942.4423076923077
Croatia,2003,660.314453125
Croatia,2004,1057.8134765625
Croatia,2005,1061.2741135817307
Croatia,2006,843.6326622596154
Croatia,2007,889.0394381009615
Croatia,2008,884.6422776442307
Croatia,2009,934.1759314903846
Croatia,2010,1287.3048377403845
Croatia,2011,592.1076847956731
Croatia,2012,862.0220853365385
Croatia,2013,1131.4298377403845
Croatia,2014,1313.8287259615386
Croatia,2015,879.6730769230769
Croatia,2016,993.9885066105769
Croatia,2017,924.7095853365385
Croatia,2018,901.7865835336538
Croatia,2019,1047.0018780048076
Croatia,2020,874.9086538461538
Croatia,2021,897.6326622596154
Croatia,2022,848.3519381009615
Croatia,2023,1175.5087139423076
Croatia,2024,964.7615685096154
Czechia,1950,644.5540164877301
Czechia,1951,548.8503163343559
Czechia,1952,683.2797641871166
Czechia,1953,485.58157592024537
Czechia,1954,713.4220667177914
Czechia,1955,686.1687116564417
Czechia,1956,680.2030770705521
Czechia,1957,658.8036809815951
Czechia,1958,768.0557898773006
Czechia,1959,506.49875383435585
Czechia,1960,715.9914206288344
Czechia,1961,647.8086177147239
Czechia,1962,601.3491180981595
Czechia,1963,565.1871165644171
Czechia,1964,621.0410755368098
Czechia,1965,784.7724309815951
Czechia,1966,804.8178680981595
Czechia,1967,676.368146088957
Czechia,1968,655.4460314417178
Czechia,1969,538.1263899539878
Czechia,1970,716.8901936349694
Czechia,1971,558.9822181748466
Czechia,1972,551.3067484662577
Czechia,1973,517.8883243865031
Czechia,1974,749.3074194785277
Czechia,1975,586.0914493865031
Czechia,1976,577.9791027607362
Czechia,1977,765.9914685582822
Czechia,1978,589.2263707822086
Czechia,1979,696.4962615030674
Czechia,1980,675.7810103527607
Czechia,1981,800.7521568251534
Czechia,1982,512.553393404908
Czechia,1983,561.9128642638037
Czechia,1984,600.6215011503067
Czechia,1985,663.154620398773
Czechia,1986,681.0926476226994
Czechia,1987,726.4129121932515
Czechia,1988,666.4883531441718
Czechia,1989,545.7460218558282
Czechia,1990,555.0245398773006
Czechia,1991,559.467455904908
Czechia,1992,576.830713190184
Czechia,1993,641.9121932515337
Czechia,1994,631.4417177914111
Czechia,1995,756.9043328220858
Czechia,1996,668.4398964723927
Czechia,1997,697.9404716257669
Czechia,1998,688.4576782975461
Czechia,1999,602.0552147239264
Czechia,2000,658.3564033742331
Czechia,2001,759.9521184815951
Czechia,2002,809.9160276073619
Czechia,2003,475.6042944785276
Czechia,2004,625.0153374233129
Czechia,2005,676.6472392638037
Czechia,2006,658.3349309815951
Czechia,2007,704.7233512269938
Czechia,2008,583.6981403374233
Czechia,2009,699.8386694785277
Czechia,2010,820.8404907975461
Czechia,2011,596.1607553680982
Czechia,2012,655.9864838957055
Czechia,2013,691.9840874233129
Czechia,2014,623.8680981595093
Czechia,2015,511.1521280674847
Czechia,2016,612.1471913343559
Czechia,2017,657.7840299079754
Czechia,2018,481.32146280674846
Czechia,2019,613.6416794478528
Czechia,2020,740.1391871165645
Czechia,2021,656.3784988496933
Czechia,2022,597.5423217024539
Czechia,2023,704.0110237730062
Czechia,2024,735.1153661809816
Denmark,1950,689.8112244897959
Denmark,1951,639.4377391581633
Denmark,1952,575.1816007653061
Denmark,1953,546.372409119898
Denmark,1954,694.1499521683673
Denmark,1955,476.4091996173469
Denmark,1956,476.3806600765306
Denmark,1957,543.6989795918367
Denmark,1958,614.4908322704082
Denmark,1959,464.6459263392857
Denmark,1960,613.3356983418367
Denmark,1961,614.0785634566327
Denmark,1962,561.022441007653
Denmark,1963,579.1520647321429
Denmark,1964,508.76837531887753
Denmark,1965,589.7091438137755
Denmark,1966,662.682637117347
Denmark,1967,695.9939413265306
Denmark,1968,608.5173389668367
Denmark,1969,460.9754862882653
Denmark,1970,625.332669005102
Denmark,1971,492.152024872449
Denmark,1972,482.7693718112245
Denmark,1973,488.7153220663265
Denmark,1974,603.1010443239796
Denmark,1975,438.59490593112247
Denmark,1976,419.8857222576531
Denmark,1977,576.2560985331633
Denmark,1978,549.8643176020408
Denmark,1979,635.090840242347
Denmark,1980,721.7336575255102
Denmark,1981,688.88671875
Denmark,1982,581.022480867347
Denmark,1983,622.409159757653
Denmark,1984,572.63671875
Denmark,1985,603.8632413903061
Denmark,1986,534.1857461734694
Denmark,1987,611.9694276147959
Denmark,1988,663.2316645408164
Denmark,1989,462.7581712372449
Denmark,1990,671.5428093112245
Denmark,1991,521.2071508290817
Denmark,1992,562.8204320790817
Denmark,1993,597.2397959183673
Denmark,1994,682.1163903061224
Denmark,1995,515.3030931122449
Denmark,1996,403.2938456632653
Denmark,1997,486.9040975765306
Denmark,1998,678.4438775510204
Denmark,1999,736.6623086734694
Denmark,2000,615.5714285714286
Denmark,2001,596.9377391581633
Denmark,2002,662.620455994898
Denmark,2003,511.1051100127551
Denmark,2004,639.0275430484694
Denmark,2005,520.824537627551
Denmark,2006,661.6091757015306
Denmark,2007,671.393893494898
Denmark,2008,632.1163105867347
Denmark,2009,593.1653380102041
Denmark,2010,573.1427774234694
Denmark,2011,638.9816645408164
Denmark,2012,680.2857142857143
Denmark,2013,562.7439413265306
Denmark,2014,697.7387595663265
Denmark,2015,754.1816804846939
Denmark,2016,585.3112244897959
Denmark,2017,695.9754464285714
Denmark,2018,496.88364955357144
Denmark,2019,763.2795758928571
Denmark,2020,646.9826610331633
Denmark,2021,614.9530452806123
Denmark,2022,580.9734933035714
Denmark,2023,816.3622448979592
Denmark,2024,770.1693239795918
Estonia,1950,531.3045454545454
Estonia,1951,407.0072443181818
Estonia,1952,625.5972301136363
Estonia,1953,473.89907670454545
Estonia,1954,567.1308948863636
Estonia,1955,437.6909090909091
Estonia,1956,540.1654119318182
Estonia,1957,587.5845880681818
Estonia,1958,449.53817471590907
Estonia,1959,452.7808948863636
Estonia,1960,498.5473011363636
Estonia,1961,514.0727272727273
Estonia,1962,628.6446022727273
Estonia,1963,425.24002130681816
Estonia,1964,383.0118252840909
Estonia,1965,416.7463778409091
Estonia,1966,605.1545454545454
Estonia,1967,583.6654829545455
Estonia,1968,494.4436434659091
Estonia,1969,488.4235795454546
Estonia,1970,507.2645241477273
Estonia,1971,510.73909801136364
Estonia,1972,539.3399857954546
Estonia,1973,560.1900213068182
Estonia,1974,565.4890980113636
Estonia,1975,493.0127130681818
Estonia,1976,440.3063565340909
Estonia,1977,614.9100852272727
Estonia,1978,720.9946022727273
Estonia,1979,533.6863636363636
Estonia,1980,573.7427201704545
Estonia,1981,757.9218039772727
Estonia,1982,504.76906960227274
Estonia,1983,608.9508522727273
Estonia,1984,577.1699928977273
Estonia,1985,600.4
Estonia,1986,622.3318181818182
Estonia,1987,618.7735795454546
Estonia,1988,618.4336647727273
Estonia,1989,573.2290838068182
Estonia,1990,728.5882102272727
Estonia,1991,619.0673295454545
Estonia,1992,534.2281960227273
Estonia,1993,602.4582386363636
Estonia,1994,581.3918323863636
Estonia,1995,594.2627485795455
Estonia,1996,491.3300071022727
Estonia,1997,600.2636363636364
Estonia,1998,704.1399857954545
Estonia,1999,557.719140625
Estonia,2000,568.5499644886364
Estonia,2001,671.7272727272727
Estonia,2002,479.7718039772727
Estonia,2003,599.8709517045454
Estonia,2004,657.3227272727273
Estonia,2005,548.6300071022728
Estonia,2006,433.447265625
Estonia,2007,618.5700284090909
Estonia,2008,754.7
Estonia,2009,664.2545454545455
Estonia,2010,660.2990767045454
Estonia,2011,549.5354403409091
Estonia,2012,730.371875
Estonia,2013,468.56186079545455
Estonia,2014,524.5963423295455
Estonia,2015,540.3599786931818
Estonia,2016,676.6899857954545
Estonia,2017,651.2144886363636
Estonia,2018,435.5127130681818
Estonia,2019,613.05546875
Estonia,2020,622.4208806818182
Estonia,2021,542.3854403409091
Estonia,2022,478.2854403409091
Estonia,2023,608.5390625
Estonia,2024,572.2163707386363
Finland,1950,466.9532470703125
Finland,1951,463.04071044921875
Finland,1952,551.802734375
Finland,1953,490.3407287597656
Finland,1954,607.6934814453125
Finland,1955,498.2546691894531
Finland,1956,414.29766845703125
Finland,1957,599.4034423828125
Finland,1958,440.76336669921875
Finland,1959,443.16595458984375
Finland,1960,465.62054443359375
Finland,1961,587.9114990234375
Finland,1962,575.8995971679688
Finland,1963,470.150146484375
Finland,1964,492.2198486328125
Finland,1965,543.3279418945312
Finland,1966,546.414794921875
