country,year,rr_anomaly_mm
Bulgaria,1991,-42.914735690506916
Bulgaria,1992,-169.00546539411522
Bulgaria,1993,-152.4487643631873
Bulgaria,1994,-104.96265772658938
Bulgaria,1995,16.264146397121976
Bulgaria,1996,-47.28071507195011
Bulgaria,1997,-18.760579762671853
Bulgaria,1998,-51.705972803908935
Bulgaria,1999,-62.93688453071309
Bulgaria,2000,-281.9296559546821
Bulgaria,2001,-159.8538867858677
Bulgaria,2002,106.08627107495704
Bulgaria,2003,34.441498201245736
Bulgaria,2004,11.38012577856523
Bulgaria,2005,256.3409827373282
Bulgaria,2006,-31.23428304875432
Bulgaria,2007,96.17857133268899
Bulgaria,2008,-105.90128530390894
Bulgaria,2009,80.03995986361679
Bulgaria,2010,201.53581198990548
Bulgaria,2011,-79.52193607710484
Bulgaria,2012,22.775422170317825
Bulgaria,2013,-6.177098770403745
Bulgaria,2014,338.9579286136168
Bulgaria,2015,78.26052204145185
Bulgaria,2016,19.173899940936394
Bulgaria,2017,40.79507423217353
Bulgaria,2018,91.70639833011171
Bulgaria,2019,-60.44775759772341
Bulgaria,2020,-18.854933821950112
Bulgaria,2021,121.14703943835912
Bulgaria,2022,-124.27451339669244
Bulgaria,2023,-22.86991449205334
Bulgaria,2024,-48.55439419566153
Croatia,1950,-112.80490159254816
Croatia,1951,-5.186662409855899
Croatia,1952,-90.36064077524054
Croatia,1953,-362.58280874399054
Croatia,1954,-106.7511155348559
Croatia,1955,113.40843975360565
Croatia,1956,-197.31932466947126
Croatia,1957,-186.80587815504816
Croatia,1958,-161.91743164062507
Croatia,1959,59.00759840745195
Croatia,1960,149.97296799879803
Croatia,1961,-105.264562049279
Croatia,1962,53.043205378605535
Croatia,1963,20.589329176682554
Croatia,1964,78.88455153245195
Croatia,1965,99.08737605168255
Croatia,1966,144.22589768629803
Croatia,1967,-110.8087327223559
Croatia,1968,-104.34050856370197
Croatia,1969,122.37102989783637
Croatia,1970,-5.115448467548049
Croatia,1971,-227.90398512620197
Croatia,1972,81.90558518629791
Croatia,1973,-235.1222092848559
Croatia,1974,150.02870718149018
Croatia,1975,-89.78476938100971
Croatia,1976,47.92293795072112
Croatia,1977,-39.98857046274054
Croatia,1978,-19.82315579927888
Croatia,1979,79.33452148437493
Croatia,1980,122.66813025841304
Croatia,1981,50.34796799879791
Croatia,1982,-77.15586313100971
Croatia,1983,-285.17900015024054
Croatia,1984,85.14409179687493
Croatia,1985,-93.70018404447126
Croatia,1986,-84.46836313100971
Croatia,1987,-10.960700871394465
Croatia,1988,-141.21648512620197
Croatia,1989,-124.00201697716352
Croatia,1990,-143.97610051081745
Croatia,1991,-55.67704702524054
Croatia,1992,-84.41938476562507
Croatia,1993,-35.22895507812507
Croatia,1994,-69.49150015024054
Croatia,1995,130.94599984975946
Croatia,1996,84.89116210937493
Croatia,1997,-104.452062049279
Croatia,1998,11.720038311297913
Croatia,1999,108.59608999399018
Croatia,2000,-190.96550856370197
Croatia,2001,-17.848170823317446
Croatia,2002,2.4335298978363653
Croatia,2003,-279.69432466947126
Croatia,2004,117.80469876802874
Croatia,2005,121.26533578725946
Croatia,2006,-96.3761155348559
Croatia,2007,-50.96933969350971
Croatia,2008,-55.36650015024054
Croatia,2009,-5.832846304086615
Croatia,2010,347.29605994591304
Croatia,2011,-347.90109299879816
Croatia,2012,-77.9866924579328
Croatia,2013,191.42105994591304
Croatia,2014,373.8199481670673
Croatia,2015,-60.33570087139435
Croatia,2016,53.979728816105535
Croatia,2017,-15.299192457932804
Croatia,2018,-38.222194260817446
Croatia,2019,106.99310021033637
Croatia,2020,-65.10012394831745
Croatia,2021,-42.3761155348559
Croatia,2022,-91.65683969350971
Croatia,2023,235.49993614783637
Croatia,2024,24.7527907151441
Czechia,1950,-4.798042880879393
Czechia,1951,-100.50174303425365
Czechia,1952,33.927704818507095
Czechia,1953,-163.77048344836413
Czechia,1954,64.07000734918188
Czechia,1955,36.8166522878322
Czechia,1956,30.851017701942624
Czechia,1957,9.451621612985605
Czechia,1958,118.70373050869114
Czechia,1959,-142.8533055342536
Czechia,1960,66.63936126022486
Czechia,1961,-1.5434416538855658
Czechia,1962,-48.00294127045004
Czechia,1963,-84.16494280419238
Czechia,1964,-28.310983831799717
Czechia,1965,135.4203716129856
Czechia,1966,155.46580872954996
Czechia,1967,27.016086720347516
Czechia,1968,6.093972073108262
Czechia,1969,-111.22566941462173
Czechia,1970,67.53813426635986
Czechia,1971,-90.36984119376291
Czechia,1972,-98.04531090235184
Czechia,1973,-131.46373498210642
Czechia,1974,99.95536010991816
Czechia,1975,-63.260609982106416
Czechia,1976,-71.37295660787333
Czechia,1977,116.63940918967273
Czechia,1978,-60.125688586400884
Czechia,1979,47.14420213445794
Czechia,1980,26.428950984151243
Czechia,1981,151.4000974565439
Czechia,1982,-136.79866596370152
Czechia,1983,-87.43919510480578
Czechia,1984,-48.730558218302804
Czechia,1985,13.802561030163474
Czechia,1986,31.740588254089857
Czechia,1987,77.06085282464198
Czechia,1988,17.136293775562308
Czechia,1989,-103.60603751278131
Czechia,1990,-94.32751949130886
Czechia,1991,-89.88460346370152
Czechia,1992,-72.52134617842546
Czechia,1993,-7.4398661170757805
Czechia,1994,-17.910341577198437
Czechia,1995,107.55227345347635
Czechia,1996,19.08783710378316
Czechia,1997,48.588412257157415
Czechia,1998,39.105618928936565
Czechia,1999,-47.29684464468312
Czechia,2000,9.00434400562358
Czechia,2001,110.6000591129856
Czechia,2002,160.5639682387524
Czechia,2003,-173.7477648900819
Czechia,2004,-24.33672194529663
Czechia,2005,27.295179895194224
Czechia,2006,8.982871612985605
Czechia,2007,55.371291858384325
Czechia,2008,-65.6539190311862
Czechia,2009,50.48661010991816
Czechia,2010,171.48843142893656
Czechia,2011,-53.19130400051131
Czechia,2012,6.63442452709603
Czechia,2013,42.63202805470337
Czechia,2014,-25.483961209100244
Czechia,2015,-138.19993130112482
Czechia,2016,-37.20486803425365
Czechia,2017,8.43197053936592
Czechia,2018,-168.03059656186105
Czechia,2019,-35.710379920756736
Czechia,2020,90.78712774795497
Czechia,2021,7.0264394810837985
Czechia,2022,-51.80973766615557
Czechia,2023,54.65896440439667
Czechia,2024,85.7633068123721
Denmark,1950,77.01557052508497
Denmark,1951,26.642085193452317
Denmark,1952,-37.61405319940479
Denmark,1953,-66.42324484481298
Denmark,1954,81.35429820365641
Denmark,1955,-136.386454347364
Denmark,1956,-136.41499388818033
Denmark,1957,-69.09667437287419
Denmark,1958,1.6951783056972545
Denmark,1959,-148.14972762542521
Denmark,1960,0.5400443771258097
Denmark,1961,1.282909491921714
Denmark,1962,-51.77321295705792
Denmark,1963,-33.64358923256805
Denmark,1964,-104.0272786458334
Denmark,1965,-23.086510150935396
Denmark,1966,49.88698315263605
Denmark,1967,83.19828736181967
Denmark,1968,-4.27831499787419
Denmark,1969,-151.82016767644564
Denmark,1970,12.537015040391111
Denmark,1971,-120.64362909226196
Denmark,1972,-130.02628215348642
Denmark,1973,-124.08033189838443
Denmark,1974,-9.6946096407313
Denmark,1975,-174.20074803358847
Denmark,1976,-192.90993170705786
Denmark,1977,-36.53955543154768
Denmark,1978,-62.931336362670095
Denmark,1979,22.29518627763605
Denmark,1980,108.9380035607993
Denmark,1981,76.09106478528906
Denmark,1982,-31.77317309736395
Denmark,1983,9.613505792942078
Denmark,1984,-40.15893521471094
Denmark,1985,-8.932412574404793
Denmark,1986,-78.60990779124154
Denmark,1987,-0.8262263499150322
Denmark,1988,50.436010576105446
Denmark,1989,-150.03748272746606
Denmark,1990,58.74715534651352
Denmark,1991,-91.58850313562925
Denmark,1992,-49.97522188562925
Denmark,1993,-15.555858046343587
Denmark,1994,69.32073634141148
Denmark,1995,-97.492560852466
Denmark,1996,-209.50180830144564
Denmark,1997,-125.89155638818033
Denmark,1998,65.64822358630943
Denmark,1999,123.86665470875846
Denmark,2000,2.7757746067176186
Denmark,2001,-15.857914806547683
Denmark,2002,49.824802030187016
Denmark,2003,-101.69054395195582
Denmark,2004,26.23188908375846
Denmark,2005,-91.97111633715997
Denmark,2006,48.813521736819666
Denmark,2007,58.598239530187016
Denmark,2008,19.320656622023762
Denmark,2009,-19.63031595450684
Denmark,2010,-39.65287654124154
Denmark,2011,26.186010576105446
Denmark,2012,67.4900603210034
Denmark,2013,-50.051712638180334
Denmark,2014,84.94310560161557
Denmark,2015,141.38602651998292
Denmark,2016,-27.484429474915032
Denmark,2017,83.17979246386051
Denmark,2018,-115.91200441113955
Denmark,2019,150.48392192814617
Denmark,2020,34.18700706845232
Denmark,2021,2.15739131590135
Denmark,2022,-31.822160661139492
Denmark,2023,203.56659093324822
Denmark,2024,157.37367001488087
Estonia,1950,-60.506247632575764
Estonia,1951,-184.80354876893938
Estonia,1952,33.78643702651516
Estonia,1953,-117.91171638257566
Estonia,1954,-24.67989820075752
Estonia,1955,-154.11988399621208
Estonia,1956,-51.64538115530297
Estonia,1957,-4.226205018939368
Estonia,1958,-142.2726183712121
Estonia,1959,-139.02989820075754
Estonia,1960,-93.26349195075755
Estonia,1961,-77.73806581439385
Estonia,1962,36.83380918560613
Estonia,1963,-166.570771780303
Estonia,1964,-208.79896780303028
Estonia,1965,-175.0644152462121
Estonia,1966,13.343752367424258
Estonia,1967,-8.145310132575673
Estonia,1968,-97.36714962121209
Estonia,1969,-103.3872135416666
Estonia,1970,-84.54626893939388
Estonia,1971,-81.07169507575748
Estonia,1972,-52.470807291666574
Estonia,1973,-31.620771780303016
Estonia,1974,-26.32169507575759
Estonia,1975,-98.79808001893934
Estonia,1976,-151.50443655303025
Estonia,1977,23.099292140151533
Estonia,1978,129.18380918560615
Estonia,1979,-58.12442945075759
Estonia,1980,-18.068072916666665
Estonia,1981,166.11101089015153
Estonia,1982,-87.04172348484838
Estonia,1983,17.140059185606106
Estonia,1984,-14.640800189393872
Estonia,1985,8.589206912878808
Estonia,1986,30.521025094697052
Estonia,1987,26.962786458333426
Estonia,1988,26.62287168560613
Estonia,1989,-18.581709280303016
Estonia,1990,136.77741714015156
Estonia,1991,27.256536458333358
Estonia,1992,-57.582597064393894
Estonia,1993,10.647445549242434
Estonia,1994,-10.418960700757566
Estonia,1995,2.451955492424304
Estonia,1996,-100.48078598484847
Estonia,1997,8.452843276515182
Estonia,1998,112.32919270833338
Estonia,1999,-34.09165246212115
Estonia,2000,-23.26082859848475
Estonia,2001,79.91647964015158
Estonia,2002,-112.03898910984844
Estonia,2003,8.060158617424236
Estonia,2004,65.51193418560615
Estonia,2005,-43.1807859848484
Estonia,2006,-158.36352746212117
Estonia,2007,26.759235321969754
Estonia,2008,162.88920691287888
Estonia,2009,72.44375236742428
Estonia,2010,68.48828361742426
Estonia,2011,-42.27535274621209
Estonia,2012,138.56108191287888
Estonia,2013,-123.24893229166662
Estonia,2014,-67.21445075757572
Estonia,2015,-51.45081439393937
Estonia,2016,84.87919270833333
Estonia,2017,59.40369554924246
Estonia,2018,-156.29808001893934
Estonia,2019,21.244675662878876
Estonia,2020,30.610087594697006
Estonia,2021,-49.42535274621207
Estonia,2022,-113.52535274621209
Estonia,2023,16.72826941287883
Estonia,2024,-19.59442234848484
Finland,1950,-114.21025390625005
Finland,1951,-118.12279052734374
Finland,1952,-29.360766601562545
Finland,1953,-90.82277221679692
Finland,1954,26.529980468749955
Finland,1955,-82.90883178710942
Finland,1956,-166.86583251953124
Finland,1957,18.239941406249955
Finland,1958,-140.40013427734374
Finland,1959,-137.9975463867188
Finland,1960,-115.5429565429688
Finland,1961,6.7479980468749545
Finland,1962,-5.2639038085937955
Finland,1963,-111.01335449218755
Finland,1964,-88.94365234375005
Finland,1965,-37.835559082031295
Finland,1966,-34.748706054687545
Finland,1967,8.293896484374955
Finland,1968,-83.50938720703124
Finland,1969,-153.31087036132817
Finland,1970,-80.9886352539063
Finland,1971,-90.30543823242192
Finland,1972,-71.65968627929692
Finland,1973,-90.44319458007817
Finland,1974,102.47919921874995
Finland,1975,-79.65632934570317
Finland,1976,-163.59154052734374
Finland,1977,-6.8381225585937955
Finland,1978,-162.92982788085942
Finland,1979,-15.479479980468795
Finland,1980,-98.73402709960942
Finland,1981,89.3474243164062
Finland,1982,-55.306201171875045
Finland,1983,34.892590332031205
Finland,1984,-19.481738281250045
Finland,1985,-35.080493164062545
Finland,1986,-31.010058593750045
Finland,1987,-36.873828125000045
Finland,1988,1.6029174804687045
Finland,1989,-10.770190429687545
Finland,1990,-72.6132690429688
Finland,1991,4.5196044921874545
Finland,1992,75.89521484374995
Finland,1993,-60.382556152343795
Finland,1994,-52.324023437500045
Finland,1995,-13.441088867187545
Finland,1996,-43.405444335937545
Finland,1997,-80.64689941406255
Finland,1998,103.04755859374995
Finland,1999,-25.441943359375045
Finland,2000,51.765942382812455
Finland,2001,-19.856616210937545
Finland,2002,-93.21928710937505
Finland,2003,-58.022998046875045
Finland,2004,53.589428710937455
Finland,2005,30.140087890624955
Finland,2006,-70.81614990234374
Finland,2007,47.858532714843705
Finland,2008,94.6880004882812
Finland,2009,-100.15611572265624
Finland,2010,-44.708300781250045
Finland,2011,49.453442382812455
Finland,2012,112.20368652343745
Finland,2013,-24.347277832031295
Finland,2014,-42.905444335937545
Finland,2015,86.39863281249995
Finland,2016,32.958569335937455
Finland,2017,10.997387695312455
Finland,2018,-112.21104736328124
Finland,2019,10.098645019531205
Finland,2020,78.27045898437495
Finland,2021,21.643200683593705
Finland,2022,-29.699389648437545
Finland,2023,70.68549804687495
Finland,2024,19.033642578124955
France,1950,-46.57693793817714
France,1951,117.29119064690894
France,1952,52.05977334289355
France,1953,-282.6347773263225
France,1954,-82.08757369343527
France,1955,-84.77567120777564
France,1956,-120.05949051943912
France,1957,-109.83864921924794
France,1958,96.16732592415553
France,1959,-52.65246375079664
France,1960,169.61181684193753
France,1961,-82.72607751752707
France,1962,-114.10884520395155
France,1963,10.727674872530315
France,1964,-165.01557321542384
France,1965,137.5344984862969
France,1966,104.97361177501591
France,1967,-115.64117072976421
France,1968,37.8572159815169
France,1969,-7.652463750796642
France,1970,-35.284872928617006
France,1971,-93.98247092096881
France,1972,-44.95295371255577
France,1973,-139.4764360261313
France,1974,34.633506612492056
France,1975,-71.90276250796683
France,1976,-121.5562041905672
France,1977,122.38990001593368
France,1978,-13.46741355959216
France,1979,135.06855680369654
France,1980,6.396412922243485
France,1981,134.28533500637332
France,1982,65.22922840981516
France,1983,-28.307578473550052
France,1984,77.5300768801784
France,1985,-154.687717096877
France,1986,37.88135556086684
France,1987,18.782885197578025
France,1988,71.91445785532187
France,1989,-190.26097235500322
France,1990,-67.45863009878906
France,1991,-146.37366355959216
France,1992,50.29411846717653
France,1993,51.05140814212871
France,1994,146.2951939929893
France,1995,57.53252668897392
France,1996,3.662904318036908
France,1997,-49.29491116953477
France,1998,-11.932578473550052
France,1999,151.56120737731055
France,2000,138.28037563734858
France,2001,83.33062659337156
France,2002,85.32913280752075
France,2003,-119.76115160930533
France,2004,-55.10346757488844
France,2005,-178.37754740280434
France,2006,-33.993285930529055
France,2007,-10.960183636073907
France,2008,87.1467714308477
France,2009,-56.657124362651416
France,2010,-13.039473789037629
France,2011,-141.15461480242197
France,2012,3.288083572339019
France,2013,98.55140814212871
France,2014,91.3882867272149
France,2015,-142.66895514659018
France,2016,-4.396667861695391
France,2017,-102.42050868387514
France,2018,37.185251354365846
France,2019,13.153762348629698
France,2020,-31.916923597833033
France,2021,-4.759896829190552
France,2022,-198.47924434353092
France,2023,41.2157843371574
France,2024,143.87854724346732
Germany,1950,43.092501120071574
Germany,1951,-25.609531810035946
Germany,1952,36.83552867383503
Germany,1953,-186.12062051971327
Germany,1954,83.3774473566308
Germany,1955,-6.908926971326196
Germany,1956,51.22606966845876
Germany,1957,-0.02334229390692144
Germany,1958,80.95288418458779
Germany,1959,-231.2552391353048
Germany,1960,57.29655017921141
Germany,1961,77.88609991039425
Germany,1962,-88.1290210573477
Germany,1963,-126.70521393369177
Germany,1964,-148.26624383960575
Germany,1965,190.4422155017919
Germany,1966,171.39618055555547
Germany,1967,38.28991375448027
Germany,1968,48.54755824372751
Germany,1969,-63.903382616487534
Germany,1970,114.81435931899637
Germany,1971,-182.00444108422948
Germany,1972,-124.5548023073477
Germany,1973,-85.92740815412196
Germany,1974,90.08771281361999
Germany,1975,-127.10751568100363
Germany,1976,-191.2488967293907
Germany,1977,29.262443996415755
Germany,1978,7.134251792114583
Germany,1979,31.80478270609308
Germany,1980,47.68188284050177
Germany,1981,192.88475582437275
Germany,1982,-79.26166554659505
Germany,1983,-3.5309027777778965
Germany,1984,35.066375448028566
Germany,1985,-55.38527945788542
Germany,1986,72.27370071684584
Germany,1987,89.01278001792105
Germany,1988,72.90046482974901
Germany,1989,-98.96613463261656
Germany,1990,-0.7269713261649713
Germany,1991,-141.71714269713266
Germany,1992,3.3882000448028293
Germany,1993,89.65071684587804
Germany,1994,95.16575380824361
Germany,1995,76.95271617383503
Germany,1996,-107.75259296594993
Germany,1997,-75.84604894713266
Germany,1998,125.58645273297486
Germany,1999,40.31721550179202
Germany,2000,23.337208781361937
Germany,2001,126.3573700716845
Germany,2002,211.50933579749096
Germany,2003,-175.2088261648746
Germany,2004,15.403405017921045
Germany,2005,-12.922115815412212
Germany,2006,-44.89918234767026
Germany,2007,166.13408378136194
Germany,2008,-18.093738799283187
Germany,2009,7.974221550179095
Germany,2010,71.20750448028673
Germany,2011,-52.896494175627254
Germany,2012,-11.296527777777897
Germany,2013,2.425750448028566
Germany,2014,-50.19488127240152
Germany,2015,-70.90804491487461
Germany,2016,-44.966428651433716
Germany,2017,79.49849910394255
Germany,2018,-195.2879592293907
Germany,2019,-51.686270721326196
Germany,2020,-81.23217965949823
Germany,2021,10.533613351254417
Germany,2022,-113.84919914874558
Germany,2023,168.23405017921152
Germany,2024,111.70666442652328
Greece,1950,-134.55497040719703
Greece,1951,-32.30177438446975
Greece,1952,-70.86494910037885
Greece,1953,-81.03226089015158
Greece,1954,64.70092447916659
Greece,1955,114.17184067234842
Greece,1956,103.24275686553023
Greece,1957,27.622302320075732
Greece,1958,53.35003669507569
Greece,1959,111.34318300189386
Greece,1960,180.66278527462117
Greece,1961,6.572302320075721
Greece,1962,227.63181936553025
Greece,1963,187.41001538825748
Greece,1964,49.95323271780296
Greece,1965,81.35689038825751
Greece,1966,155.66132930871203
Greece,1967,58.09229521780304
Greece,1968,134.6745750473484
Greece,1969,91.09048413825752
Greece,1970,22.3986872632575
Greece,1971,141.56186197916662
Greece,1972,133.55095999053032
Greece,1973,95.49414180871207
Greece,1974,68.2177213541666
Greece,1975,-3.8758866003788626
Greece,1976,92.26456084280295
Greece,1977,-72.83451586174249
Greece,1978,110.94730232007572
Greece,1979,152.00546993371205
Greece,1980,128.56821851325753
Greece,1981,94.32503669507571
Greece,1982,102.07549834280303
Greece,1983,59.464560842802996
Greece,1984,-8.54996330492429
Greece,1985,3.9859386837120496
Greece,1986,50.405469933712084
Greece,1987,86.16321141098479
Greece,1988,3.505043797348435
Greece,1989,-95.90223603219704
Greece,1990,-22.78632694128794
Greece,1991,22.4904841382575
Greece,1992,-76.33813802083341
Greece,1993,-42.99041074810606
Greece,1994,42.39595288825751
Greece,1995,20.24819010416661
Greece,1996,55.33636482007569
Greece,1997,-41.82315222537886
Greece,1998,-28.660865293560676
Greece,1999,37.780967092802996
Greece,2000,-132.20678148674247
Greece,2001,-38.246802793560676
Greece,2002,139.6023094223484
Greece,2003,70.64499408143934
Greece,2004,-1.8740755208334008
Greece,2005,-51.12677438446974
Greece,2006,-112.84953716856069
Greece,2007,-62.362711884469775
Greece,2008,-118.78085819128796
Greece,2009,60.44005800189393
Greece,2010,-30.236326941287984
Greece,2011,-104.92727154356066
Greece,2012,-42.75450875946973
Greece,2013,-43.644032907197015
Greece,2014,111.07322561553025
Greece,2015,78.69776396780304
Greece,2016,28.82276396780304
Greece,2017,29.628197206439324
Greece,2018,89.44275686553033
Greece,2019,147.66729521780297
Greece,2020,-5.449075520833389
Greece,2021,107.89005800189386
Greece,2022,-45.061326941287916
Greece,2023,27.667756865530237
Greece,2024,48.19865175189386
Hungary,1950,21.368680003612667
Hungary,1951,33.23916410765901
Hungary,1952,67.99462834176302
Hungary,1953,-99.00704253973987
Hungary,1954,13.28138773482658
Hungary,1955,89.0045181539017
Hungary,1956,-100.74114658598268
Hungary,1957,-58.60016031430638
Hungary,1958,-31.98626941835255
Hungary,1959,-44.03716356575137
Hungary,1960,34.1461366510116
Hungary,1961,-145.11750135476876
Hungary,1962,-82.73658553106935
Hungary,1963,8.45132089956644
Hungary,1964,20.147265625000045
Hungary,1965,185.4264834718208
Hungary,1966,83.79172913656066
Hungary,1967,-91.66202808887283
Hungary,1968,-77.89608697615608
Hungary,1969,46.81259257586703
Hungary,1970,61.80907017702316
Hungary,1971,-147.30590453395956
Hungary,1972,6.031613529624224
Hungary,1973,-149.58394824783238
Hungary,1974,106.05306403540465
Hungary,1975,-64.79669210621387
Hungary,1976,-66.94987129696528
Hungary,1977,-59.53711840679193
Hungary,1978,-71.81633625361269
Hungary,1979,-55.575322886560684
Hungary,1980,-35.063671874999955
Hungary,1981,-106.18104001083816
Hungary,1982,-82.02844788656068
Hungary,1983,-146.13308119580927
Hungary,1984,-1.3371093749999545
Hungary,1985,-2.198968117774598
Hungary,1986,-126.15331240968209
Hungary,1987,6.419528992052051
Hungary,1988,-66.50880373916186
Hungary,1989,-57.55445944725432
