country,year,mean_temp_c
Hungary,1990,10.900228500366211
Hungary,1991,9.775421142578125
Hungary,1992,11.106307029724121
Hungary,1993,10.261377334594727
Hungary,1994,11.623605728149414
Hungary,1995,10.503692626953125
Hungary,1996,9.653656959533691
Hungary,1997,10.202469825744629
Hungary,1998,10.625514030456543
Hungary,1999,10.763931274414062
Hungary,2000,11.85715103149414
Hungary,2001,10.734790802001953
Hungary,2002,11.27438735961914
Hungary,2003,10.35255241394043
Hungary,2004,10.079245567321777
Hungary,2005,9.746753692626953
Hungary,2006,10.474724769592285
Hungary,2007,11.616068840026855
Hungary,2008,11.34787368774414
Hungary,2009,11.25328254699707
Hungary,2010,10.157074928283691
Hungary,2011,10.764459609985352
Hungary,2012,11.291082382202148
