country,year,tg_anomaly_c
Belgium,2022,1.2127460479736332
Belgium,2023,1.2723249435424808
Belgium,2024,1.1550058364868168
Bulgaria,1950,0.38679507573445626
Bulgaria,1951,0.23779300053914376
Bulgaria,1952,0.4696836789449037
Bulgaria,1953,-0.8387927691141748
Bulgaria,1954,-1.4352388064066552
Bulgaria,1955,-0.46264740626017087
Bulgaria,1956,-1.6897620836893719
Bulgaria,1957,-0.5947026888529479
Bulgaria,1958,0.0021772702534992305
Bulgaria,1959,-1.274422613779704
Bulgaria,1960,0.013004334767661163
Bulgaria,1961,-0.0015992800394695195
Bulgaria,1962,0.09465316136678048
Bulgaria,1963,-0.4351873079935711
Bulgaria,1964,-0.9441833178202312
Bulgaria,1965,-1.0456666628519695
Bulgaria,1966,0.16473296483357558
Bulgaria,1967,-0.7330455462137859
Bulgaria,1968,-0.2844371477762859
Bulgaria,1969,-1.0679778734842937
Bulgaria,1970,-0.4303989092508953
Bulgaria,1971,-0.7921485582987469
Bulgaria,1972,-0.8030175844828271
Bulgaria,1973,-1.276430098215739
Bulgaria,1974,-0.8773412386576336
Bulgaria,1975,-0.4739141146341961
Bulgaria,1976,-1.6800870577494322
Bulgaria,1977,-0.3924817721048992
Bulgaria,1978,-1.0064391771952312
Bulgaria,1979,-0.37156387964884274
Bulgaria,1980,-1.5103368441263836
Bulgaria,1981,-0.7674407641092937
Bulgaria,1982,-1.0167884508768719
Bulgaria,1983,-0.7719201723734539
Bulgaria,1984,-0.9477691332499187
Bulgaria,1985,-1.043190924326579
Bulgaria,1986,-0.816311804453532
Bulgaria,1987,-1.105109182993571
Bulgaria,1988,-0.8485488573710107
Bulgaria,1989,-0.4576244036356609
Bulgaria,1990,-0.049363104502360144
Bulgaria,1991,-1.4454240481058758
Bulgaria,1992,-0.6309337298075359
Bulgaria,1993,-0.7473592440287273
Bulgaria,1994,0.6009025891621906
Bulgaria,1995,-0.8876781145731609
Bulgaria,1996,-1.2177943865458172
Bulgaria,1997,-1.4233007113138836
Bulgaria,1998,-0.4708671251932799
Bulgaria,1999,0.17637065251668282
Bulgaria,2000,0.2505722363789893
Bulgaria,2001,0.036096604665120324
Bulgaria,2002,-0.009722677866617957
Bulgaria,2003,-0.62319180170695
Bulgaria,2004,-0.3727893511454283
Bulgaria,2005,-0.8518485705057799
Bulgaria,2006,-0.4586858431498211
Bulgaria,2007,0.7442999203999836
Bulgaria,2008,0.35270503362019845
Bulgaria,2009,0.29136756261189767
Bulgaria,2010,0.15496829350789199
Bulgaria,2011,-0.5324067751566552
Bulgaria,2012,0.5123691876729328
Bulgaria,2013,0.5797539075215639
Bulgaria,2014,0.4428148587544758
Bulgaria,2015,0.8288002332051612
Bulgaria,2016,0.701139481862386
Bulgaria,2017,0.48718169530232913
Bulgaria,2018,0.8676929791768391
Bulgaria,2019,1.427216561635337
Bulgaria,2020,1.21775058110555
Bulgaria,2021,0.4938526471455891
Bulgaria,2022,1.2189693768819172
Bulgaria,2023,1.9599085172017396
Bulgaria,2024,2.623622926076253
Croatia,1950,0.3898685137430853
Croatia,1951,0.41123940149943117
Croatia,1952,-0.16986583073933836
Croatia,1953,-0.7139580090840649
Croatia,1954,-1.498137696584065
Croatia,1955,-0.9895031293233227
Croatia,1956,-1.9501621564229303
Croatia,1957,-0.5223619778950983
Croatia,1958,-0.2635948499043774
Croatia,1959,-0.6625110944112134
Croatia,1960,-0.5745451291402173
Croatia,1961,-0.23371337254841862
Croatia,1962,-1.6293938000996917
Croatia,1963,-1.4228727658589673
Croatia,1964,-1.471550210316975
Croatia,1965,-1.395899041493733
Croatia,1966,-0.5315563519795727
Croatia,1967,-0.7031957944234186
Croatia,1968,-0.8855383237202954
Croatia,1969,-1.4035532315572095
Croatia,1970,-1.1392443021138519
Croatia,1971,-1.0607149442036956
Croatia,1972,-1.0940458615620905
Croatia,1973,-1.2303707440694147
Croatia,1974,-0.7942745526631665
Croatia,1975,-0.5909788449605315
Croatia,1976,-1.5867903073628735
Croatia,1977,-0.567187531789143
Croatia,1978,-1.8292982419331878
Croatia,1979,-0.7464067776997876
Croatia,1980,-1.9841892560323071
Croatia,1981,-0.9555780728658032
Croatia,1982,-0.6599943478902173
Croatia,1983,-0.5579187711079907
Croatia,1984,-1.4889023145039868
Croatia,1985,-1.4546263058980315
Croatia,1986,-1.2243082364400237
Croatia,1987,-1.1996700604756665
Croatia,1988,-0.6146929105122876
Croatia,1989,-0.5158836682637506
Croatia,1990,-0.16170142491658446
Croatia,1991,-1.2589952786763519
Croatia,1992,0.1704919497172046
Croatia,1993,-0.4667265256245905
Croatia,1994,0.7232673327128083
Croatia,1995,-0.5956470807393384
Croatia,1996,-1.4320804913838714
Croatia,1997,-0.6729252179463714
Croatia,1998,-0.3355781873067212
Croatia,1999,-0.20402167638142643
Croatia,2000,0.8659160296122241
Croatia,2001,-0.07495902379353758
Croatia,2002,0.3102615038553882
Croatia,2003,-0.06068728764851983
Croatia,2004,-0.7266962369283032
Croatia,2005,-1.2910663922627759
Croatia,2006,-0.3262913068135571
Croatia,2007,0.42173268000284914
Croatia,2008,0.38184906641642336
Croatia,2009,0.26192738215128664
Croatia,2010,-0.6740743954976391
Croatia,2011,0.08809925715128664
Croatia,2012,0.43186451594034914
Croatia,2013,0.06909062067667726
Croatia,2014,0.8323400179545093
Croatia,2015,0.5794437090555853
Croatia,2016,0.1979930559794134
Croatia,2017,0.35140873591105226
Croatia,2018,0.8590200106302905
Croatia,2019,0.9892108599344898
Croatia,2020,0.585832373301189
Croatia,2021,0.1990726153055853
Croatia,2022,1.3210036913553882
Croatia,2023,1.5887239138285327
Croatia,2024,2.2448089281717944
Czechia,1950,-0.45587873458862305
Czechia,1951,-0.22751331329345703
Czechia,1952,-1.3021974563598633
Czechia,1953,-0.3695249557495117
Czechia,1954,-1.7947726249694824
Czechia,1955,-1.830648422241211
Czechia,1956,-2.5296754837036133
Czechia,1957,-0.734379768371582
Czechia,1958,-1.0110735893249512
Czechia,1959,-0.5132355690002441
Czechia,1960,-1.0068597793579102
Czechia,1961,-0.48291826248168945
Czechia,1962,-2.07765531539917
Czechia,1963,-1.911595344543457
Czechia,1964,-1.487269401550293
Czechia,1965,-2.0176734924316406
Czechia,1966,-0.5688800811767587
Czechia,1967,-0.41344261169433594
Czechia,1968,-1.1272320747375497
Czechia,1969,-1.5126709938049316
Czechia,1970,-1.5702733993530273
Czechia,1971,-0.9189510345458984
Czechia,1972,-1.1948742866516113
Czechia,1973,-1.1820425987243652
Czechia,1974,-0.4857211112976074
Czechia,1975,-0.3958759307861328
Czechia,1976,-1.1063685417175293
Czechia,1977,-0.8001842498779297
Czechia,1978,-1.6414213180541992
Czechia,1979,-1.2155747413635254
Czechia,1980,-2.126680850982666
Czechia,1981,-0.9740967750549316
Czechia,1982,-0.551032543182373
Czechia,1983,-0.15531539916992188
Czechia,1984,-1.3680739402770996
Czechia,1985,-1.878763198852539
Czechia,1986,-1.1766715049743652
Czechia,1987,-1.7878270149230957
Czechia,1988,-0.4530768394470215
Czechia,1989,0.0028219223022460938
Czechia,1990,-0.019561767578125
Czechia,1991,-1.15423583984375
Czechia,1992,0.14449691772460938
Czechia,1993,-0.7338423728942871
Czechia,1994,0.5050935745239258
Czechia,1995,-0.5258340835571289
Czechia,1996,-2.127854824066162
Czechia,1997,-0.8455991744995117
Czechia,1998,-0.24967575073242188
Czechia,1999,-0.03531360626220703
Czechia,2000,0.6657905578613263
Czechia,2001,-0.5887432098388672
Czechia,2002,0.2242746353149414
Czechia,2003,-0.07694816589355469
Czechia,2004,-0.5761189460754395
Czechia,2005,-0.6757798194885254
Czechia,2006,-0.15062618255615234
Czechia,2007,0.6249628067016602
Czechia,2008,0.41954898834228516
Czechia,2009,0.02821636199951172
Czechia,2010,-1.1917715072631836
Czechia,2011,0.2122669219970703
Czechia,2012,0.005478858947753906
Czechia,2013,-0.3598756790161133
Czechia,2014,1.1458625793457031
Czechia,2015,1.1438837051391602
Czechia,2016,0.3568391799926758
Czechia,2017,0.3103475570678711
Czechia,2018,1.3956689834594727
Czechia,2019,1.314192771911621
Czechia,2020,0.7952947616577148
Czechia,2021,-0.2507772445678711
Czechia,2022,0.936305046081543
Czechia,2023,1.390295982360838
Czechia,2024,1.9339590072631818
Denmark,1950,-0.4638789335886635
Denmark,1951,-0.4533370176951088
Denmark,1952,-1.366130177179972
Denmark,1953,0.1798111756642662
Denmark,1954,-1.069078747431437
Denmark,1955,-1.1244056860605873
Denmark,1956,-1.7895434538523354
Denmark,1957,-0.5580571333567299
Denmark,1958,-1.417709175745646
Denmark,1959,-0.07802421251932756
Denmark,1960,-1.0811689535776772
Denmark,1961,-0.3387683073679604
Denmark,1962,-1.8135541121164955
Denmark,1963,-2.20073873202006
Denmark,1964,-1.4066284338633226
Denmark,1965,-1.8620718161265053
Denmark,1966,-1.6049707571665444
Denmark,1967,-0.3893550078074135
Denmark,1968,-1.0523956457773842
Denmark,1969,-1.4647467772165932
Denmark,1970,-1.7973397413889565
Denmark,1971,-0.6155589262644448
Denmark,1972,-1.0479896704355873
Denmark,1973,-0.6424058119455971
Denmark,1974,-0.3355811278025307
Denmark,1975,0.08593338330586775
Denmark,1976,-1.1525524298350014
Denmark,1977,-0.9499090353647865
Denmark,1978,-1.1883199850718178
Denmark,1979,-2.0879533926645912
Denmark,1980,-1.4295495192209877
Denmark,1981,-1.4723885695139565
Denmark,1982,-0.6811507383982338
Denmark,1983,-0.3384211699167885
Denmark,1984,-0.7647536436716713
Denmark,1985,-2.1408079306284584
Denmark,1986,-1.5299299399058022
Denmark,1987,-1.953452412287394
Denmark,1988,-0.09940368334452288
Denmark,1989,0.5667826493581121
Denmark,1990,0.6514250596364324
Denmark,1991,-0.3704484144846596
Denmark,1992,0.3360964616139732
Denmark,1993,-0.946501557032267
Denmark,1994,-0.005099598566690844
Denmark,1995,-0.5350363890329994
Denmark,1996,-1.9175651709238686
Denmark,1997,-0.309292141596476
Denmark,1998,-0.6082127730051674
Denmark,1999,0.0641362031300865
Denmark,2000,0.4822880585988365
Denmark,2001,-0.4137099424997963
Denmark,2002,0.5683256944020592
Denmark,2003,0.07085483868916853
Denmark,2004,0.06579273541768416
Denmark,2005,0.12606209119160994
Denmark,2006,0.8087136109670006
Denmark,2007,0.8900334199269615
Denmark,2008,0.766365702946981
Denmark,2009,0.3252894242604576
Denmark,2010,-1.6428135077158608
Denmark,2011,0.056177790959676344
Denmark,2012,-0.6676533857981362
Denmark,2013,-0.552329365412394
Denmark,2014,1.1024004777272545
Denmark,2015,0.19447773297627613
Denmark,2016,0.0827519257863365
Denmark,2017,-0.0038006941477455314
Denmark,2018,0.5802256425221763
Denmark,2019,0.5228096803029363
Denmark,2020,0.9296614487965904
Denmark,2021,-0.22546607653299944
Denmark,2022,0.5723845322926842
Denmark,2023,0.3991934617360453
Denmark,2024,0.8711172898610453
Estonia,1950,-1.1667238553365076
Estonia,1951,-1.3489514668782556
Estonia,1952,-1.9849988301595056
Estonia,1953,-0.794018395741781
Estonia,1954,-1.3448053677876795
Estonia,1955,-1.999645837148031
Estonia,1956,-2.8697859128316248
Estonia,1957,-0.6986309369405115
Estonia,1958,-2.009733327229818
Estonia,1959,-0.4278484662373865
Estonia,1960,-1.5151006062825525
Estonia,1961,0.13284050623575805
Estonia,1962,-1.7098642667134607
Estonia,1963,-2.1718288739522302
Estonia,1964,-1.2305351575215662
Estonia,1965,-1.8952561696370447
Estonia,1966,-2.264656194051107
Estonia,1967,-0.9527388890584314
Estonia,1968,-1.6896492322285974
Estonia,1969,-2.6243728478749597
Estonia,1970,-2.0528646787007654
Estonia,1971,-0.9044376691182459
Estonia,1972,-0.49568522771199586
Estonia,1973,-0.8564606984456384
Estonia,1974,-0.0837646802266443
Estonia,1975,0.5831745783487952
Estonia,1976,-2.557208903630575
Estonia,1977,-1.5775777180989587
Estonia,1978,-2.4562658150990804
Estonia,1979,-1.4063946088155115
Estonia,1980,-1.8659545262654618
Estonia,1981,-1.051394112904867
Estonia,1982,-0.718362935384115
Estonia,1983,0.03138338724772094
Estonia,1984,-0.5269094785054529
Estonia,1985,-2.5675417264302576
Estonia,1986,-1.230586655934652
Estonia,1987,-2.9135471661885584
Estonia,1988,-0.5265985806783045
Estonia,1989,0.9645222345987952
Estonia,1990,0.47042786280314086
Estonia,1991,0.08595644632975219
Estonia,1992,0.20907389322916625
Estonia,1993,-1.1389027913411462
Estonia,1994,-0.9151746114095056
Estonia,1995,-0.04080117543538453
Estonia,1996,-1.7023784001668298
Estonia,1997,-0.4419308980305994
Estonia,1998,-0.8692256291707361
Estonia,1999,0.3271354357401526
Estonia,2000,0.752161852518717
Estonia,2001,-0.22349847157796177
Estonia,2002,-0.021453984578450935
Estonia,2003,-0.5524455388387048
Estonia,2004,-0.35596049626668336
Estonia,2005,-0.35597146352132203
Estonia,2006,0.2719634691874182
Estonia,2007,0.5308712641398108
Estonia,2008,0.8805178324381506
Estonia,2009,-0.3346835454305017
Estonia,2010,-1.3165270169576013
Estonia,2011,0.6191376368204748
Estonia,2012,-0.9754253705342615
Estonia,2013,0.2838019053141272
Estonia,2014,0.5043538729349768
Estonia,2015,1.038066736857096
Estonia,2016,0.1292914072672522
Estonia,2017,-0.04114497502644898
Estonia,2018,0.7345727602640784
Estonia,2019,1.0448626200358069
Estonia,2020,1.8737572352091467
Estonia,2021,0.17952047983805297
Estonia,2022,0.5908883730570471
Estonia,2023,0.7935117403666174
Estonia,2024,1.7175825754801428
Finland,1950,-0.29569259484608956
Finland,1951,-1.1029396375020344
Finland,1952,-1.4928000291188557
Finland,1953,0.16021045843760184
Finland,1954,-0.3218638022740685
Finland,1955,-2.958041461308797
Finland,1956,-2.912662359078725
Finland,1957,-0.7088432629903154
Finland,1958,-2.284530254205068
Finland,1959,-0.09218111832936593
Finland,1960,-0.8407672961552937
Finland,1961,0.3727515618006394
Finland,1962,-1.825819941361745
Finland,1963,-1.3655902465184526
Finland,1964,-0.7934884150822956
Finland,1965,-1.8377840240796406
Finland,1966,-2.9215800782044727
Finland,1967,-0.7723632176717121
Finland,1968,-2.297402622302373
Finland,1969,-2.079039426644643
Finland,1970,-1.4549781401952107
Finland,1971,-1.9405925591786701
Finland,1972,0.1750498692194622
Finland,1973,-1.1839263757069902
Finland,1974,0.692017165819804
Finland,1975,0.11609419981638602
Finland,1976,-2.464806713288029
Finland,1977,-1.5734941085179646
Finland,1978,-2.601094098885854
Finland,1979,-1.2195706685384113
Finland,1980,-1.9072906096776325
Finland,1981,-1.9074972589810688
Finland,1982,-0.9485034068425495
Finland,1983,-0.7727134545644123
Finland,1984,-0.2983037551244099
Finland,1985,-3.2292946298917133
Finland,1986,-1.5697608908017475
Finland,1987,-2.954397948582967
Finland,1988,-0.9231164773305256
Finland,1989,0.9734240452448528
Finland,1990,0.14437398115793876
Finland,1991,-0.39973965485890695
Finland,1992,-0.10846701463063546
Finland,1993,-0.9608254750569658
Finland,1994,-0.8948667367299394
Finland,1995,-0.40887323220570826
Finland,1996,-1.0094071944554646
Finland,1997,-0.5280531962712602
Finland,1998,-1.5337857921918232
Finland,1999,-0.4267875274022419
Finland,2000,0.8552907387415565
Finland,2001,-0.6554922183354694
Finland,2002,-0.5546762069066362
Finland,2003,-0.1793514808019001
Finland,2004,-0.0661746581395466
Finland,2005,0.6347082535425819
Finland,2006,0.28353175322214774
Finland,2007,0.4977901856104534
Finland,2008,0.48413881460825614
Finland,2009,-0.22544995148976632
Finland,2010,-1.475770088036855
Finland,2011,0.9944432655970257
Finland,2012,-0.8240880091985066
Finland,2013,0.801054088274638
Finland,2014,0.9937597195307415
Finland,2015,1.303714124361674
Finland,2016,0.5854805390040081
Finland,2017,0.016800967852274695
Finland,2018,0.7827425877253216
Finland,2019,0.16833838621775277
Finland,2020,1.8500150124231975
Finland,2021,-0.08674565156300851
Finland,2022,0.8590970913569134
Finland,2023,0.28369793097178153
Finland,2024,1.1229151169459026
France,1950,-0.5163729349772144
France,1951,-0.8830397288004566
France,1952,-0.7388689676920581
France,1953,-0.7469294230143255
France,1954,-1.279107348124187
France,1955,-0.7758867899576831
France,1956,-2.082001940409345
France,1957,-0.7871105829874683
France,1958,-0.8671667734781909
France,1959,0.011177762349447562
France,1960,-0.8412659327189136
France,1961,-0.02641607920328859
France,1962,-1.6055300394694
France,1963,-1.9910471598307282
France,1964,-0.9254763285319001
France,1965,-1.4135105768839527
France,1966,-0.6612560907999683
France,1967,-0.762869135538736
France,1968,-1.1365492502848333
France,1969,-1.171663538614908
France,1970,-1.080118433634441
France,1971,-1.1540501276652027
France,1972,-1.459691301981609
France,1973,-1.1952622095743823
France,1974,-0.8568499247233081
France,1975,-0.9732773462931323
France,1976,-0.5970366160074896
France,1977,-0.9088757197062183
France,1978,-1.376013056437177
France,1979,-1.2210028330485052
France,1980,-1.6256325403849292
France,1981,-0.8549921671549487
France,1982,-0.15846945444742921
France,1983,-0.43212725321451906
France,1984,-1.1743910471598333
France,1985,-1.4318821589152027
France,1986,-1.0989821116129566
France,1987,-1.0862391153971362
France,1988,-0.28527380625406806
France,1989,0.2630708058675104
France,1990,0.23797486623128172
France,1991,-0.816132799784345
France,1992,-0.46796919504801515
France,1993,-0.8292496363321948
France,1994,0.41694806416829344
France,1995,-0.05743147532145265
France,1996,-1.101899401346845
France,1997,0.19743798573811766
France,1998,-0.43700815836588625
France,1999,0.016321881612141098
France,2000,0.13048051198323485
France,2001,-0.23721052805582943
France,2002,0.20372556050618407
France,2003,0.5559069951375317
France,2004,-0.3511688868204761
France,2005,-0.3499653498331732
France,2006,0.3247258504231745
France,2007,-0.07039095560709718
France,2008,-0.44899870554606025
France,2009,-0.0004084269205719693
France,2010,-1.118991152445476
France,2011,0.6983945210774731
France,2012,-0.18310286204020265
France,2013,-0.6202900568644214
France,2014,0.7042414983113598
France,2015,0.5952603658040356
France,2016,0.07702897389729735
France,2017,0.3489978154500317
France,2018,0.92441914876302
France,2019,0.6943261464436841
France,2020,1.2020022710164397
France,2021,-0.09441687266032162
France,2022,1.5946194966634106
France,2023,1.3953559239705395
France,2024,0.922758801778155
Germany,1950,-0.722957404454549
Germany,1951,-0.58864000638326
Germany,1952,-1.3755605538686115
Germany,1953,-0.34790018399556466
Germany,1954,-1.5795629342397053
Germany,1955,-1.7575152238210041
Germany,1956,-2.4466784318288166
Germany,1957,-0.746913703282674
Germany,1958,-1.0993631203969318
Germany,1959,-0.266623290379842
Germany,1960,-0.918844970067342
Germany,1961,-0.39257696469624825
Germany,1962,-2.174256118138631
Germany,1963,-2.1974418481191
Germany,1964,-1.2159650643666584
Germany,1965,-1.8136852105458576
Germany,1966,-0.824454100926717
Germany,1967,-0.4189069588979084
Germany,1968,-1.1916330178578693
Germany,1969,-1.5421812852223713
Germany,1970,-1.5930426438649494
Germany,1971,-0.8696611245473225
Germany,1972,-1.5281293710072834
Germany,1973,-1.0892026742299397
Germany,1974,-0.4927451928456623
Germany,1975,-0.37327555020650216
Germany,1976,-0.8621461709340412
Germany,1977,-0.6517656167348225
Germany,1978,-1.5070693810780842
Germany,1979,-1.5933959801991788
Germany,1980,-1.7141564210255948
Germany,1981,-1.1179874261220295
Germany,1982,-0.4111411889394123
Germany,1983,-0.23361090024312325
Germany,1984,-1.3503043969472248
Germany,1985,-1.8598707040150968
Germany,1986,-1.3386438210805256
Germany,1987,-1.8878987153371174
Germany,1988,-0.2574336846669496
Germany,1989,0.16610547701517753
Germany,1990,0.16232034365336112
Germany,1991,-0.8980844338734943
Germany,1992,0.032229630152386335
Germany,1993,-0.8365810235341389
Germany,1994,0.4091732184092223
Germany,1995,-0.427659781773885
Germany,1996,-2.137705596288045
Germany,1997,-0.43815401395161935
Germany,1998,-0.25685575803121097
Germany,1999,0.21262189547220878
Germany,2000,0.5411550680796289
Germany,2001,-0.26788404782613107
Germany,2002,0.22583600680033378
Germany,2003,0.09716054598490587
Germany,2004,-0.3793104012807209
Germany,2005,-0.2746055444081623
Germany,2006,0.2819769064585369
Germany,2007,0.5544941107432049
Germany,2008,0.1561224142710369
Germany,2009,-0.122854979832967
Germany,2010,-1.4585421403249104
Germany,2011,0.34599801699320487
Germany,2012,-0.21015051205953128
Germany,2013,-0.5696504433949787
Germany,2014,1.0192300955454492
Germany,2015,0.6611396948496502
Germany,2016,0.22168084780375175
Germany,2017,0.27868673006693534
Germany,2018,1.1846134344736736
Germany,2019,0.9622318426767968
Germany,2020,1.093688217798869
Germany,2021,-0.15425947507222482
Germany,2022,1.206113068262738
Germany,2023,1.3166134039560955
Germany,2024,1.5481989065806072
Greece,1950,0.8040283838907882
Greece,1951,0.5807083765665695
Greece,1952,1.0651100794474306
Greece,1953,-0.38999856313069614
Greece,1954,-0.08378613789876255
Greece,1955,0.6529396692911771
Greece,1956,-0.5197583516438797
Greece,1957,0.049664370218913234
Greece,1958,0.21329771677653042
Greece,1959,-0.8291207631429014
Greece,1960,0.41476236979166536
Greece,1961,0.4663609186808255
Greece,1962,0.5772303263346359
Greece,1963,0.4568432490030947
Greece,1964,-0.567246564229329
Greece,1965,-0.6567660649617508
Greece,1966,0.3118942896525052
Greece,1967,-0.6529332478841141
Greece,1968,-0.4994012196858719
Greece,1969,-0.3318415959676102
Greece,1970,-0.3533688863118485
Greece,1971,-0.5259209950764987
Greece,1972,-0.47471822102864536
Greece,1973,-0.7926379521687821
Greece,1974,-0.7937156041463229
Greece,1975,-0.7452346165974948
Greece,1976,-1.3498154958089188
Greece,1977,-0.02766812642415495
Greece,1978,-0.6787787755330399
Greece,1979,-0.3303929646809909
Greece,1980,-1.032372601826987
Greece,1981,-0.6392184575398758
Greece,1982,-0.8070355733235655
Greece,1983,-1.0010281880696628
Greece,1984,-0.7132645924886063
Greece,1985,-0.2828456242879227
Greece,1986,-0.5169087727864579
Greece,1987,-0.761442311604819
Greece,1988,-0.5082770665486667
Greece,1989,-0.714801915486655
Greece,1990,-0.16319382985432895
Greece,1991,-1.3341056187947586
Greece,1992,-0.8944207509358719
Greece,1993,-0.54367078145345
Greece,1994,0.4830311457316103
Greece,1995,-0.5619412740071628
Greece,1996,-0.7881385167439774
Greece,1997,-0.8205176671346024
Greece,1998,0.10496222178141323
Greece,1999,0.32369600931803433
Greece,2000,-0.1146775563557938
Greece,2001,0.3950413386027023
Greece,2002,0.017459742228190578
Greece,2003,0.11253153483072964
Greece,2004,-0.05891049702962192
Greece,2005,-0.4241334279378268
Greece,2006,-0.4192401250203446
Greece,2007,0.40540682474772183
Greece,2008,0.30851542154947964
Greece,2009,0.2371758143107101
Greece,2010,0.6542576471964523
Greece,2011,-0.40675652821858677
Greece,2012,0.30167853037516146
Greece,2013,0.5052670160929384
Greece,2014,0.31725012461344626
Greece,2015,0.05078970591227261
Greece,2016,0.4104374567667666
Greece,2017,0.06532370249430386
Greece,2018,0.7219999949137375
Greece,2019,0.5983055750528976
Greece,2020,0.35338293711344626
Greece,2021,0.3822821299235013
Greece,2022,0.44291674296061245
Greece,2023,0.912231318155925
Greece,2024,1.7982968012491867
Hungary,1950,0.2264642397562664
Hungary,1951,0.4231633822123211
Hungary,1952,-0.42039492925008126
Hungary,1953,-0.5244608243306477
Hungary,1954,-1.5672798474629737
Hungary,1955,-1.169699700673421
Hungary,1956,-2.0327377637227375
Hungary,1957,-0.5646686871846516
Hungary,1958,-0.4891405423482258
Hungary,1959,-0.5392427762349445
Hungary,1960,-0.5680046399434406
Hungary,1961,-0.08591464360555001
Hungary,1962,-1.4150715192159016
Hungary,1963,-1.4113607724507649
Hungary,1964,-1.4755745251973469
Hungary,1965,-1.7409992535909016
Hungary,1966,-0.3115711530049641
Hungary,1967,-0.44900515874226876
Hungary,1968,-0.5956278165181477
Hungary,1969,-1.240709336598714
Hungary,1970,-1.1579704602559406
Hungary,1971,-0.7813663800557453
Hungary,1972,-0.6706352551778156
Hungary,1973,-0.9471531232198096
Hungary,1974,-0.33375266393025704
Hungary,1975,-0.2199325879414875
Hungary,1976,-1.0863638242085774
Hungary,1977,-0.5865059216817219
Hungary,1978,-1.6236982663472492
Hungary,1979,-0.542239220937093
Hungary,1980,-1.9907827695210774
Hungary,1981,-0.6585436185201008
Hungary,1982,-0.5813942273457862
Hungary,1983,-0.10336688359578616
Hungary,1984,-1.0946579297383625
Hungary,1985,-1.6874723752339698
Hungary,1986,-0.9055214246114094
Hungary,1987,-1.278346093495685
Hungary,1988,-0.6477413495381672
Hungary,1989,-0.14060405095418282
Hungary,1990,-0.03500274022420058
Hungary,1991,-1.15981009801229
Hungary,1992,0.17107578913370602
Hungary,1993,-0.673853905995685
Hungary,1994,0.6883744875590008
Hungary,1995,-0.43153861363729007
Hungary,1996,-1.2815742810567219
Hungary,1997,-0.7327614148457862
Hungary,1998,-0.30971721013386855
Hungary,1999,-0.1712999661763508
Hungary,2000,0.9219197909037273
Hungary,2001,-0.20044043858846194
Hungary,2002,0.33915611902872733
Hungary,2003,-0.5826788266499836
Hungary,2004,-0.8559856732686377
Hungary,2005,-1.188477547963462
Hungary,2006,-0.4605064709981299
Hungary,2007,0.6808375994364422
Hungary,2008,0.41264244715372733
Hungary,2009,0.318051306406657
Hungary,2010,-0.7781563123067219
Hungary,2011,-0.17077163060506173
Hungary,2012,0.35585114161173514
Hungary,2013,0.1410607973734539
Hungary,2014,0.9809732119242351
Hungary,2015,0.7576427141825359
Hungary,2016,0.11926457087198905
Hungary,2017,0.16518971125284843
Hungary,2018,1.1297654787699383
Hungary,2019,1.217948881785075
Hungary,2020,0.5978183428446471
Hungary,2021,0.0023688952128111396
Hungary,2022,0.9765863100687664
Hungary,2023,1.3997220675150555
Hungary,2024,2.1916913668314635
Ireland,1950,-0.729742749532063
Ireland,1951,-1.026322110493977
Ireland,1952,-0.9119822820027661
Ireland,1953,-0.24884484608968016
Ireland,1954,-0.8090026219685864
Ireland,1955,-0.6074654897054028
Ireland,1956,-0.7658002217610669
Ireland,1957,-0.12371991475423094
Ireland,1958,-0.4946057637532544
Ireland,1959,0.11106802622477296
Ireland,1960,-0.6715285619099927
Ireland,1961,-0.5047242482503247
Ireland,1962,-1.2548997243245434
Ireland,1963,-1.452082379659016
Ireland,1964,-0.47248910268147704
Ireland,1965,-1.1808612187703442
Ireland,1966,-0.6037804921468091
Ireland,1967,-0.7487723668416333
Ireland,1968,-0.6599700291951489
Ireland,1969,-0.8750274022420239
Ireland,1970,-0.5883519490559888
Ireland,1971,-0.1609809239705413
Ireland,1972,-1.0356223424275708
Ireland,1973,-0.349432690938313
Ireland,1974,-0.7487122853597015
Ireland,1975,-0.11048863728841063
Ireland,1976,-0.3849046071370452
Ireland,1977,-0.6590258916219067
Ireland,1978,-0.5489346822102839
Ireland,1979,-1.37772725423177
Ireland,1980,-0.7451007207234692
Ireland,1981,-0.5850570042928052
Ireland,1982,-0.3863971074422192
Ireland,1983,-0.07462666829426823
Ireland,1984,-0.4716260274251294
Ireland,1985,-1.1210706075032544
Ireland,1986,-1.4767453511555981
Ireland,1987,-0.7351596196492505
Ireland,1988,-0.33798764546712157
Ireland,1989,0.1161368052164704
Ireland,1990,0.11267115275065187
Ireland,1991,-0.29532407124837334
Ireland,1992,-0.45558617909749266
Ireland,1993,-0.5853278477986645
Ireland,1994,-0.2834899266560864
Ireland,1995,0.3242199579874665
Ireland,1996,-0.6354243596394848
Ireland,1997,0.5385286966959626
Ireland,1998,0.3091585795084626
Ireland,1999,0.30561472574869875
Ireland,2000,-0.1165425618489575
Ireland,2001,-0.19558785756428954
Ireland,2002,0.1915304819742829
Ireland,2003,0.3543188730875677
Ireland,2004,0.2098143259684253
Ireland,2005,0.40923525492350343
Ireland,2006,0.47439409891764406
Ireland,2007,0.5772450129191089
Ireland,2008,-0.22624562581380125
Ireland,2009,-0.24221680959065672
